title,description,audio_url,release_date,is_recurring
God’s Inward Necessity,God’s Inward Necessity,https://www.dropbox.com/scl/fi/888r86o7rflqq0m4h681w/Tozer_-_June_14_-_God-s_Inward_Necessity.mp3?rlkey=cldfz2itukxs59wuo940jigeb&st=ylb7uxik&dl=0,6/14/25 3:00,TRUE
What God Is to You,What God Is to You,https://www.dropbox.com/scl/fi/n7m7ajaj8djezu0ix1ec4/Tozer_-_June_15_-_What_God_Is_To_You.mp3?rlkey=e1kjahq0lfxbpgcqw8qj6acqm&st=dslnz8ib&dl=0,6/15/25 3:00,TRUE
Worship Seven Days a Week,Worship Seven Days a Week,https://www.dropbox.com/scl/fi/0plwpl0oaol9gvr8nuwqm/Tozer_-_June_16_-_Worship_Seven_Days_a_Week.mp3?rlkey=vdz80kw2p08k4c2n3np71yb3o&st=w9437855&dl=0,6/16/25 3:00,TRUE
Discharging Our Obligations,Discharging Our Obligations,https://www.dropbox.com/scl/fi/e4rpw98exvggvd0bwtyra/Tozer_-_June_17_-_Discharging_Our_Obligations.mp3?rlkey=ttan8s5mhywcl9x47k80pwsav&st=02p3l38x&dl=0,6/17/25 3:00,TRUE
Gods Presence on Monday,Gods Presence on Monday,https://www.dropbox.com/scl/fi/s8ty1rti4cnbo9n1rwavh/Tozer_-_June_18_-_God-s_Presence_on_Monday.mp3?rlkey=831rivt3allfbm9ahstzd3x6k&st=qgoj2jbg&dl=0,6/18/25 3:00,TRUE
Worship with a Stitch,Worship with a Stitch,https://www.dropbox.com/scl/fi/yk1db8nxbn53o4zl4m29f/Tozer_-_June_19_-_Worship_with_a_Stitch.mp3?rlkey=s51s5byibfnwmgrr4b4todyl5&st=1cy8pdxm&dl=0,6/19/25 3:00,TRUE
We See God Too Small,We See God Too Small,https://www.dropbox.com/scl/fi/2kyufq26sv7gahbyaeuiz/Tozer_-_June_20_-_We_See_God_Too_Small.mp3?rlkey=faqvzy2ke92qrnuv4p0njbwzv&st=letozf78&dl=0,6/20/25 3:00,TRUE
Wonder and Pressure Bar,Wonder and Pressure Bar,https://www.dropbox.com/scl/fi/tkkvoe5odg3boyx5o6hgl/Tozer_-_June_21_-_Wonder_and_Pressure_Bar.mp3?rlkey=eejelcd056lf35dgmqw15kcvy&st=0tyvuhm9&dl=0,6/21/25 3:00,TRUE
Wasted Religious Activity,Wasted Religious Activity,https://www.dropbox.com/scl/fi/pubx8xfkgiev54iu2grky/Tozer_-_June_22_-_Wasted_Religious_Activity.mp3?rlkey=27x1lffnw6fim7k62wrzsms0g&st=94klx25x&dl=0,6/22/25 3:00,TRUE
Busy busy busy,Busy busy busy,https://www.dropbox.com/scl/fi/fe4vqyliwmsd3p9uwolop/Tozer_-_June_22_-_Busy-_Busy-_Busy.mp3?rlkey=9mqe26uu2chvtr6tm7j8r7qft&st=k8qgt4h9&dl=0,6/23/25 3:00,TRUE
The Art of True Worship,The Art of True Worship,https://www.dropbox.com/scl/fi/6iqs7fm3rs338i07vnr3c/Tozer_-_June_24_-_The_Art_of_True_Worship.mp3?rlkey=u588z5ir8ujsktvb6orn9mb6k&st=tg0z9tpr&dl=0,6/24/25 3:00,TRUE
Noncritical Worship,Noncritical Worship,https://www.dropbox.com/scl/fi/m52vorh8bur37bty6f7zq/Tozer_-_June_25_-_Noncritical_Worship.mp3?rlkey=s67d3r6ribwjuwyz7ggm7eudl&st=enr44z2c&dl=0,6/25/25 3:00,TRUE
In Need of Worshipers,In Need of Worshipers,https://www.dropbox.com/scl/fi/k052y6shjcd7g5q63alsx/Tozer_-_June_26_-_In_Need_of_Worshipers.mp3?rlkey=a1jwxvmhz02fqovk45uj4rzef&st=fxgkrijl&dl=0,6/26/25 3:00,TRUE
The Program,The Program,https://www.dropbox.com/scl/fi/ndg63r6po9avbx56qib09/Tozer_-_June_27_-_The_Program.mp3?rlkey=tg4xbzwy45jtcz7ujs0k42xwg&st=pzwpxjau&dl=0,6/27/25 3:00,TRUE
Omit the Third Verse,Omit the Third Verse,https://www.dropbox.com/scl/fi/2alrximvqv8dz1bd8pejv/Tozer_-_June_28_-_Omit_the_Third_Verse.mp3?rlkey=05qqwn4opq4qtkgvnrf03et03&st=nsm4tore&dl=0,6/28/25 3:00,TRUE
Truckloads of Gadgets,Truckloads of Gadgets,https://www.dropbox.com/scl/fi/y46xo607ci7cvdz93688y/Tozer_-_June_29_-_Truckloads_of_Gadgets.mp3?rlkey=ndn3czfh4tf8eep50c2ztbcjc&st=jj7gaeoq&dl=0,6/29/25 3:00,TRUE
What’s Missing,What’s Missing,https://www.dropbox.com/scl/fi/5586sfdcsbendxl2g7k7v/Tozer_-_June_30_-_What-s_Missing.mp3?rlkey=kqoxlfo512jlq5l4lq1tin2yq&st=4ptpouxy&dl=0,6/30/25 3:00,TRUE
